RecordNum | RecordType | TrainingSeconds | WaveletBasis | DecomposeLevel | NumFeatureRatio | NumFeature | Alpha | FP | FN | RI | TOC | ROC | TN | FPR | Se | Precision
233 | 1 | 180 | db8 | 4 | 0.7 | 7 | 0.995 | 7 | 380 | 1589 | 195 | 188 | 2164 | 0.964102564103 | 0.807008633824 | 0.995614035088
233 | 1 | 180 | db8 | 4 | 0.7 | 7 | 0.9973 | 7 | 415 | 1589 | 160 | 153 | 2164 | 0.95625 | 0.792914171657 | 0.995614035088
233 | 1 | 240 | db8 | 4 | 0.7 | 7 | 0.995 | 10 | 368 | 1513 | 182 | 172 | 2063 | 0.945054945055 | 0.804359383307 | 0.993434011819
233 | 1 | 240 | db8 | 4 | 0.7 | 7 | 0.9973 | 8 | 393 | 1515 | 155 | 147 | 2063 | 0.948387096774 | 0.794025157233 | 0.994747209455
233 | 1 | 300 | db8 | 4 | 0.7 | 7 | 0.995 | 13 | 328 | 1431 | 204 | 191 | 1963 | 0.936274509804 | 0.813530415009 | 0.990997229917
233 | 1 | 300 | db8 | 4 | 0.7 | 7 | 0.9973 | 10 | 352 | 1434 | 177 | 167 | 1963 | 0.943502824859 | 0.802911534155 | 0.993074792244
233 | 1 | 120 | db8 | 4 | 0.8 | 11 | 0.995 | 15 | 369 | 1643 | 253 | 238 | 2265 | 0.940711462451 | 0.816600397614 | 0.990952955368
233 | 1 | 120 | db8 | 4 | 0.8 | 11 | 0.9973 | 14 | 405 | 1644 | 216 | 202 | 2265 | 0.935185185185 | 0.802342606149 | 0.991556091677
233 | 1 | 180 | db8 | 4 | 0.8 | 10 | 0.995 | 16 | 391 | 1580 | 193 | 177 | 2164 | 0.917098445596 | 0.80162354135 | 0.989974937343
233 | 1 | 180 | db8 | 4 | 0.8 | 10 | 0.9973 | 15 | 428 | 1581 | 155 | 140 | 2164 | 0.903225806452 | 0.786958685913 | 0.990601503759
233 | 1 | 240 | db8 | 4 | 0.8 | 10 | 0.995 | 18 | 366 | 1505 | 192 | 174 | 2063 | 0.90625 | 0.804382683057 | 0.988181221274
233 | 1 | 240 | db8 | 4 | 0.8 | 10 | 0.9973 | 17 | 397 | 1506 | 160 | 143 | 2063 | 0.89375 | 0.791382028376 | 0.988837820092
233 | 1 | 300 | db8 | 4 | 0.8 | 10 | 0.995 | 17 | 323 | 1427 | 213 | 196 | 1963 | 0.920187793427 | 0.815428571429 | 0.988227146814
233 | 1 | 300 | db8 | 4 | 0.8 | 10 | 0.9973 | 16 | 353 | 1428 | 182 | 166 | 1963 | 0.912087912088 | 0.801796743403 | 0.98891966759
233 | 1 | 120 | db8 | 4 | 0.9 | 18 | 0.995 | 25 | 323 | 1633 | 309 | 284 | 2265 | 0.919093851133 | 0.834867075665 | 0.98492159228
233 | 1 | 120 | db8 | 4 | 0.9 | 18 | 0.9973 | 24 | 352 | 1634 | 279 | 255 | 2265 | 0.913978494624 | 0.822759315206 | 0.985524728589
233 | 1 | 180 | db8 | 4 | 0.9 | 17 | 0.995 | 29 | 388 | 1567 | 209 | 180 | 2164 | 0.861244019139 | 0.801534526854 | 0.981829573935
233 | 1 | 180 | db8 | 4 | 0.9 | 17 | 0.9973 | 25 | 412 | 1571 | 181 | 156 | 2164 | 0.861878453039 | 0.792233988906 | 0.984335839599
233 | 1 | 240 | db8 | 4 | 0.9 | 17 | 0.995 | 30 | 388 | 1493 | 182 | 152 | 2063 | 0.835164835165 | 0.793726741095 | 0.980302035456
233 | 1 | 240 | db8 | 4 | 0.9 | 17 | 0.9973 | 26 | 405 | 1497 | 161 | 135 | 2063 | 0.83850931677 | 0.787066246057 | 0.982928430729
233 | 1 | 300 | db8 | 4 | 0.9 | 17 | 0.995 | 33 | 345 | 1411 | 207 | 174 | 1963 | 0.840579710145 | 0.803530751708 | 0.977146814404
233 | 1 | 300 | db8 | 4 | 0.9 | 17 | 0.9973 | 32 | 368 | 1412 | 183 | 151 | 1963 | 0.825136612022 | 0.793258426966 | 0.97783933518

233 | 1 | 120 | db8 | 4 | 0.9 | 18 | 0.9973 | 3 | 62 | 1655 | 548 | 545 | 2265 | 0.994525547445 | 0.963890506698 | 0.998190591074
