"","accelY","accelZ","accelMag","gyroX","risk","step"
"2154",6.941365242,-7.3184313774,11.0109087865,-1.7352042198,2,0
"2155",9.8516130447,-4.6620550156,12.4488541041,-1.5273630619,2,0
"2156",11.164683342,-3.2753388882,13.4212741562,-1.5891824961,2,0
"2157",16.2680206299,-1.3027409315,17.1949451205,-1.7916940451,2,0
"2158",13.777349472,-3.0937664509,14.1907713223,-1.1713695526,2,0
"2159",9.3940153122,-5.3467311859,10.8209735104,-0.7418320179,2,0
"2160",4.6559181213,-6.7144374847,8.2057175963,-0.3389405012,2,0
"2161",5.7571778297,-4.9112868309,7.5706221416,-0.6864076853,2,0
"2162",7.7845621109,-2.9716205597,8.6788234057,-0.7812684178,2,0
"2163",10.4565057755,-2.3607409,11.429560673,-0.7855315804,2,0
"2164",11.7466726303,-2.018253088,13.7073780102,-0.8654703498,2,0
"2165",10.2440977097,-2.0886068344,13.8469769095,-0.9976358414,2,0
"2166",7.9814023972,-2.1679418087,10.0409706054,-1.1361966133,2,0
"2167",7.1591625214,-2.0697460175,7.8115592695,-1.0434672832,2,0
"2168",9.356593132,-1.6732205153,9.5377415298,-0.8334951401,2,0
"2169",10.262509346,-1.4115645885,10.3800389566,-0.755687952,2,0
"2170",9.0576648712,-1.8101856709,9.3399140002,-0.7066591382,2,0
"2171",8.4428930283,-1.7308506966,8.8718793514,-0.5617030263,2,0
"2172",8.3800239563,0.033230897,9.5802395899,-0.4529863894,2,0
"2173",7.9399390221,1.5796650648,10.8464739014,-0.7023954391,2,0
"2174",8.2042894363,2.3929238319,12.5837265526,-1.1468548775,2,0
"2175",9.8869400024,1.3967454433,13.4830475791,-1.0956939459,2,0
"2176",9.5456495285,-0.9059161544,11.1610999585,-0.7269101143,2,0
"2177",9.1118516922,-1.4174025059,9.5524997655,-0.5286619663,2,0
"2178",10.2966384888,-2.4460632801,10.5876544531,-0.1875896007,2,0
"2179",11.1437263489,-2.0630099773,11.3331050476,-0.0341073722,2,0
"2180",9.2072038651,-0.8996292353,9.304339424,-0.0053295181,2,0
"2181",9.0684423447,0.4442761242,9.7091503755,-0.0586220361,2,0
"2182",9.1016731262,1.9399658442,11.2015718583,-0.2067752779,2,0
"2183",9.4733505249,1.4775773287,11.9373267995,-0.4327354431,2,0
"2184",9.4041938782,-0.8912466168,10.7047297924,-0.6928027272,2,0
"2185",9.2627382278,-1.5018268824,9.7950891452,-0.7269101143,2,0
"2186",9.9263076782,-0.9665400982,10.1053049187,-0.677880764,2,0
"2187",10.3771705627,-0.4914280772,10.464238621,-0.553176403,2,0
"2188",9.9364871979,-0.4483177066,10.0527303906,-0.4231427312,2,0
"2189",9.7288684845,0.096100159,10.1290297789,-0.2952409685,2,0
"2190",8.5871925354,-0.2932401896,9.2566302482,-0.2494090348,2,0
"2191",8.3608636856,-0.699645102,9.3273242498,-0.4540521801,2,0
"2192",8.6253633499,0.4493655264,9.9164447492,-0.7130539417,2,0
"2193",8.5711765289,0.0859213248,9.761784401,-0.8633387685,2,0
"2194",9.366771698,-0.4164340198,10.1392225051,-0.8132436275,2,1
"2195",9.9204702377,-0.4426295459,10.160194922,-0.610732317,2,0
"2196",11.1146869659,-0.4926255941,11.1756215036,-0.3741134107,2,0
"2197",11.1025619507,2.6574239731,11.5076951528,-0.1023218483,2,0
"2198",10.2893028259,4.6113109589,12.1665792244,0.0405018851,2,0
"2199",10.6123313904,3.6571948528,12.1358474502,-0.057556238,2,0
"2200",10.9263782501,1.6169375181,11.0796279641,-0.1982486397,2,0
